image_name,DATE,DATE_CONFIDENCE,CITY,CITY_CONFIDENCE,STATE,STATE_CONFIDENCE,ZIP,ZIP_CONFIDENCE
f1450_34.png,09-21-89,0.276,Sorry City,0.118,Jowa,0.118,51103,
f1550_34.png,,,,,,,,
f0013_38.png,8-3-89,0.408,Westland Mi,0.935,",85",0.957,48,
f1047_26.png,8-24-89,0.988,W.CHESTERFIELD,0.989,NH,0.987,03466,
f1743_33.png,9-18-89,0.988,Pekin,0.988,N.Dak.,0.988,58361,0.988
f2089_25.png,,,,,,,,
f0859_01.png,8/27/89,0.754,INDIANAPOLIS,0.759,IN,0.819,46205,0.255
f0048_00.png,,,,,OH,0.799,4528,0.966
f0014_19.png,8-2-89,0.987,DETROIT MICH,0.397,,,48214,0.255
f1851_06.png,9-18-89,0.363,DICKINSON,0.862,ND,0.862,58601,0.324
f0041_30.png,08/03/89,0.384,CANTON,0.978,OHIO,0.981,44718,0.973
f1960_26.png,9-26-89,0.118,Allison,0.987,IOWA,0.987,50602,0.986
f0927_44.png,08/24/89,0.985,Leicester,0.995,", .4 14481",0.001,3,
f0552_46.png,"8-9-89
CHERRY VALLEY",0.129,,,CAL.,0.095,92223,
f1178_03.png,"Aug. 28, 89",0.319,Saco Maine,0.673,,,04072,0.283
f1512_39.png,9.15.89,0.988,"DALLAS, TEXAS",0.314,,0.988,75748,
f1835_27.png,09-08-89,0.988,"HOUSTON, TX",0.871,,0.985,77017,
f1076_12.png,8/21/89,0.526,"ENDICOTT
NY",0.32,,0.527,13760,
f1043_42.png,09-24-89,0.253,Wilmington,0.714,MA,0.636,21887,0.176
f1914_02.png,9/15/89,0.608,Oklahoma,0.974,City OK,0.928,733,0.395
f0849_38.png,"08/20.89
my.",0.876,Prospect IL,0.676,,0.779,60056,
f2097_31.png,9.25.89,0.971,Belgrade,0.981,Mt,0.587,59714,
f1913_37.png,"9-23.89
West",0.675,"Fargo
NO",0.662,,,58078,0.173
f1684_08.png,09-17-89,0.938,Yuma,0.938,AZ,0.949,85364,0.526
f1239_18.png,8.28.89,0.909,Smithville,0.91,NJ.,0.906,,
f1180_21.png,08/29/89,0.483,"Brownsville,",0.191,IN.,0.078,47325,
f1998_10.png,9-18.89,0.987,"SPRINGFIELD,",0.988,LA,0.571,70462,
f1021_16.png,8-25-89,0.909,West HARTFord,0.881,Conn.,0.907,06107,0.224
f1862_37.png,9-18.89,0.992,MCPHERSON,0.993,AS,0.993,67460,0.833
f0938_10.png,,,,,,,,
f1510_28.png,9/15/89,0.71,DALLAS,0.976,TX,0.969,75236,0.363
f0029_05.png,8-4-89,0.543,RAVENNA,0.981,OH.,0.977,44266,0.363
f1296_02.png,8-28-89,0.908,"HILTON HEAD,",0.875,S.C.,0.862,29926,
f0033_49.png,8-3-89,0.742,"North Ridgeville,",0.778,Olio,0.759,44039,
f1517_35.png,9/18/89,0.986,CEDARHILL,0.988,TX,0.988,75/04,0.355
f1314_29.png,08 26 89,0.907,ALAMO,0.075,CA,0.411,94507,
f0730_41.png,8-17-89,0.554,WARREN,0.982,PA,0.98,16365,0.4
f1823_43.png,9-18-1989,0.118,Pickens,0.169,MS,0.076,39144,
f1241_00.png,"AUG. 28,'89",0.886,"VERSAILLES, OHIO",0.888,,0.862,45380,
f1456_41.png,9/21/89,0.995,Berkeley,0.995,MO.,0.994,63134,0.994
f1993_19.png,9/28/89,0.789,Houston,0.988,Tx,0.988,77038,0.988
f0261_06.png,08-08-89,0.387,CHULA,0.922,VISTA CA.,0.237,92010,
f1538_15.png,9-18-89,0.985,HEMPSTEAD,0.988,TX,0.986,77445-9602,0.363
f1335_30.png,8-25-89,0.784,Gaithersburg,0.839,MD,0.679,20878,
f0039_14.png,"8-4-89
Wellington",0.739,,,DH.,0.564,44090,
f0078_48.png,08/09/1989,0.989,Washougal,0.989,Wa,0.988,98671,0.988
f1660_07.png,09/18/89,0.942,Derby,0.956,KS,0.956,67037,0.955
f1407_18.png,08/20/89,0.453,PALO ALTO,0.949,CA,0.989,94301,0.079
f0244_47.png,08/08/89,0.986,CAPE CORAL,0.951,FI,0.497,33904,
f0615_00.png,"8/11/89
Hood River,",0.881,,,OREGON,0.172,97031,
f1906_16.png,9/16/89,0.993,Albuquerque,0.993,NM,0.993,87111,0.993
f0712_09.png,,,,,,,,
f1808_13.png,9-15-89,0.809,HAMILTON,0.818,TX,0.816,76531,0.813
f0800_00.png,08-20-89,0.978,"Emmaus,",0.982,Pa.,0.956,18049,
f1713_02.png,9-17-89,0.987,Cedar City UT,0.151,,0.644,84720,
f1696_08.png,9/16/89,0.972,SALINA,0.273,KS,0.435,67401,
f1953_17.png,09/21/89,0.972,Altoona,0.982,Ja,0.975,50009,0.979
f1045_35.png,8/23/89,0.972,"Sebago Lk,",0.654,"Me,",0.644,04075,
f1322_16.png,8/30/89,0.966,ANCHORAGE,0.983,AK,0.331,99518,
f0874_26.png,8-22-89,0.974,WILMINGTON,0.979,MA,0.978,01887,0.118
f1038_35.png,"AUGUST 24,89",0.943,"RichMOND
VA",0.211,,0.2,23236,
f1052_05.png,,,,,,,,
f0992_04.png,7/30/89,0.988,CHERRY,0.98,HILL NJ,0.988,0800,0.153
f0439_08.png,"5 Aug 89
St",0.334,MARYS,0.938,Ga,0.94,31558,0.167
f0539_34.png,8/9/89,0.606,Berkeley,0.646,CA,0.644,94708,0.644
f2045_15.png,10-2-89,0.989,"Apple Valley, Mn.",0.625,,0.989,55124,
f1009_29.png,08/23/89,0.939,Darlington,0.945,S.b.,0.922,29532,0.656
f1391_35.png,08-28-89,0.862,WEST,0.935,SENECA NY,0.892,14224,0.914
f1839_31.png,9/18/89,0.492,Disseten,0.915,So Nal,0.885,57262,0.118
f1595_34.png,9-16-89,0.954,MARKSville,0.471,LA.,0.956,71351,
f1403_42.png,9/8/89,0.363,"Emporia,",0.914,Va.,0.915,23847,0.078
f2031_31.png,09/16/89,0.418,Westminster,0.118,Co,0.363,80020,0.118
f1128_24.png,8/25/86,0.927,"West Columben,",0.885,S.C.,0.172,29169,
f0450_41.png,8 AUGUST 1989,0.258,SEATTLE,0.908,LA,0.909,98102,0.908
f0444_34.png,8/5/89,0.967,Winchester,0.982,TN,0.5,37398,
f1640_48.png,"09
09/15/89",0.27,Lakewood,0.15,", Colo, .",0.229,80226,
f1094_42.png,8/28/89,0.978,Raleigh,0.984,NC,0.96,27603,
f0058_07.png,8-3-89,0.363,COVINGTON,0.982,Ky,0.313,41015,
f1753_34.png,09/20/89,0.387,TABOR,0.989,SD,0.989,57063,0.384
f1265_03.png,08-26-89,0.908,Lexington,0.909,Ky,0.909,40502,0.223
f1376_43.png,9/6/89,0.981,SPRINGFIELD,0.983,MA,0.417,01109,
f1433_36.png,9-21-89,0.975,Cedarfalls,0.982,Iowa,0.585,50613,
f0997_34.png,8/23/89,0.991,"LYNDONVILLE,",0.993,VERMONT,0.993,0585,0.971
f0038_42.png,"AUGUST 3, 1989",0.587,YOUNGSTOWN,0.607,,,,
f0732_46.png,8/14/89,0.395,Los,0.969,"Angeles, CA.",0.31,90011,
f0025_13.png,"August 2, 1989",0.301,Athens,0.366,OH,0.371,45701,0.369
f1243_07.png,8/29189,0.988,Chicago,0.988,IL,0.988,60615,0.988
f1318_17.png,8-27-89,0.926,"SAN JOSE
CA",0.833,,0.862,95129,
f0934_12.png,08-19-1989,0.96,Chicago,0.982,Il,0.982,60620,0.981
f1124_24.png,08-24-89,0.986,Bowling Green,0.315,Ky,0.986,42104,0.172
f0591_27.png,08-13-89,0.984,St. Augustine,0.983,", Florida",0.977,32084,0.984
f1547_06.png,09-17-89,0.965,Tupelo,0.981,Ms,0.582,38801,
f0513_18.png,8/9/89,0.428,,,,,,
f2027_41.png,0-18.89,0.07,,,NE,0.075,6000,0.074
f0281_47.png,08-09-1989,0.988,TACOMA,0.988,LA.,0.988,98424,0.988
f1483_44.png,9-17-89,0.987,"Edinburg
TX",0.98,,,78539,0.986
f0179_22.png,,,,,,,,
f0522_38.png,8-12.89,0.99,Chugiak,0.99,Alaska,0.989,99567,
f1956_19.png,09-26-89,0.488,Green Bay Wi,0.362,,0.249,54311,
f1571_13.png,09-16-89,0.537,Springer,0.982,NM,0.977,87747,0.363
f1290_49.png,,,,,,,,
f0551_15.png,8/13/89,0.933,Athens,0.958,Ohio,0.956,45701,0.907
f1639_38.png,,,,,,,,
f1671_40.png,9-18-89,0.973,ENGLEWOOD,0.982,COLORADO,0.982,80110,0.39
f0346_40.png,08/09/89,0.986,"Rialto,",0.986,Ca -,0.272,92376,
f1762_28.png,9/16/89,0.986,Helena,0.988,m+,0.988,59601,0.988
f1066_29.png,8-23-89,0.782,HENDERSONVILLE,0.99,N.C.,0.988,28739,
f1306_03.png,08/24/89,0.958,"Piedmont,",0.982,S.C.,0.965,29673,0.683
f0631_03.png,8-17-89,0.396,Given,0.115,West Virginia,0.433,25245,
f0352_09.png,08/11/1989,0.987,"DAVIS,",0.987,CA,0.135,95616,
f1133_00.png,08-23-89,0.973,NEWTOWN,0.979,QT,0.981,06470,0.98
f0285_23.png,8-6-89,0.911,MIAMI,0.921,FL,0.303,33184,
f1662_01.png,9/15/89,0.389,AURORA,0.823,", COLO.",0.532,80012,0.34
f0545_49.png,08-10-89,0.353,"LA MESA , CA",0.234,,0.98,92042,
f1630_21.png,09/15/89,0.983,Colorado,0.986,"Springs, CO",0.98,80918,0.985
f1354_22.png,09/01/89,0.392,"Henryville, IN",0.42,,0.492,47126,
f1730_21.png,9-17-89,0.439,"Tucson, Arizona",0.575,,0.902,85701,
f0135_03.png,8/8/89,0.948,LAGUNA,0.127,HILLS CA,0.085,92653,
f0504_29.png,08/09/89,0.382,Spokane,0.982,WA,0.981,99203,0.977
f0382_03.png,8 7 89,0.118,BEAN STATION,0.501,TN,0.289,37708,
f1580_14.png,09-16-89,0.302,OZARK,0.439,AR,0.498,72949,0.003
f0209_30.png,8-07-89 LAMDA FI,0.003,,,,0.0,33617,
f2076_31.png,9/16/89,0.977,ROLAND,0.983,AR,0.982,72135,0.386
f1402_17.png,08-30-89,0.428,Asheboro,0.854,NO,0.958,27103,
f1578_22.png,9-16-89,0.986,"Corpus Christi,",0.985,Texas,0.986,78418,0.985
f2011_41.png,09-20-89,0.346,Denver CD,0.984,,,80221,0.261
f0570_31.png,"Queg. 15,1989",0.922,Philadelphia,0.974,Pa.,0.959,19154,0.393
f2002_29.png,9-25-89,0.953,PARIS,0.958,TX,0.955,75460,0.946
f1233_46.png,8-30-89,0.422,BOWIE,0.908,MD,0.879,20716,
f1147_19.png,8/25/89,0.971,"Cheshire,",0.119,CT,0.382,06410,
f1112_30.png,8/25/89,0.978,Charlotte,0.981,N.C.,0.383,28215,0.965
f1858_21.png,Sept. 17.89,0.971,"Gillette,",0.982,Wy,0.977,82716,0.167
f1744_39.png,09/19/89,0.903,Cole harbor,0.171,ND,0.308,58531,
f1012_30.png,8/23/88,0.95,"BRAINTREE,",0.939,MA.,0.281,02184,
f1139_48.png,8-23-89,0.987,"Waterville
Me",0.986,,,04901,0.333
f0833_32.png,8/19/89,0.995,PALATINE.,0.995,IL,0.995,60067,0.995
f1768_48.png,9-16-89,0.825,"Broken Arrow, OK",0.777,,,74012,0.051
f0258_41.png,8/9/89,0.984,Portland,0.987,Oregon,0.47,97221,
f1393_25.png,"Aug. 30, 1989
Orofino",0.0,", 工D",0.142,,,83544,0.172
f2034_14.png,9/21/89,0.888,"St. Paul ,",0.825,Minnesota,0.875,55106,0.675
f0342_31.png,"Aug. 6, 1989",0.942,JEFFERSON,0.985,"GA,",0.173,30549,
f0698_45.png,8/1/89,0.995,Yucaipa,0.995,CA,0.995,92399,
f1533_23.png,,,,,,,,
f1057_34.png,8/24/89,0.962,DURHAM,0.981,N.C,0.977,27705,0.397
f1601_01.png,09/16/89,0.987,San Antonio,0.985,TX,0.987,78233,0.52
f1365_16.png,8-29-89,0.97,monterey,0.982,CA,0.981,93940,0.979
f0432_28.png,"Aug. 8, 1989",0.779,"Panama City, FL 32405",0.118,,,,
f0609_12.png,13 AUG 89,0.825,LEMOORE,0.87,CA,0.898,93245,0.862
f0840_37.png,8-19-89,0.981,WESTERN SPRINGS,0.976,IL.,0.985,60558,0.565
f1189_06.png,08-25-89,0.536,LYNN,0.982,"MA,",0.976,01902,0.557
f0931_37.png,08/18/89,0.118,"BALTIMORE,",0.3,MD,0.139,21222,
f0383_43.png,8/5/89,0.97,Detroit,0.98,MI,0.978,48238,0.963
f0487_42.png,08-07-89,0.314,"Gainesville , Fl.",0.825,,0.395,32601,
f0724_37.png,8/17/89,0.535,PANAMA CTV,0.551,"Beh, MA",0.362,32413,
f0299_33.png,,,,,,,,
f1348_27.png,8-30-89,0.986,"SPFH, MA.",0.986,,0.986,0108,
f2081_42.png,09/24/89,0.248,CASPER,0.862,WYOMING,0.862,82609,0.862
f2095_37.png,10/8/89,0.968,LITTLETON,0.981,Co,0.981,80122,0.98
f0562_31.png,08/09/89,0.681,Spokane,0.717,wa,0.173,99207,
f1360_32.png,08/29/89,0.982,Ahoskie,0.984,N.C.,0.983,27910,0.484
f0084_19.png,,,,,,,,
f1987_47.png,9-26-89,0.96,"EL PASO, Texas",0.363,,0.95,79904,
f2056_40.png,09/28/89,0.991,SAN ANTONIO TEXAS 78227,0.683,,,,
f1893_26.png,"Sept. 21,1989",0.973,Apple Valley MN,0.948,,0.378,55124,
f1448_42.png,9-21-1989,0.897,MILWAUKEE,0.907,WI,0.906,53218,0.368
f1482_39.png,09-16-89,0.504,"LEAD HILL
AR",0.295,,,72644,0.545
f1552_32.png,9/18/89,0.994,DALLAS,0.995,TEXAS,0.439,75217,
f1136_31.png,8-26-89,0.948,"Gaithersburg, Md.",0.908,,0.936,20879,
f0583_26.png,"8/16/89
Lauraetes",0.0,,,,,Pa. 17601,0.974
f1598_49.png,,,,,,,,
f1641_09.png,,,,,,,,
f0116_23.png,,,OCALA,0.98,FL,0.955,32670,0.534
f1947_49.png,09-22-89,0.37,Monroe,0.982,WI,0.982,53566,0.966
f0882_28.png,,,,,,,,
f1746_28.png,09-18-89,0.526,Denver,0.953,Co,0.956,802.,0.947
f1806_29.png,9-18-89,0.929,Council Bluffs,0.935,1A,0.895,51501,0.305
f1277_02.png,"AUG. 24,1989",0.984,Gastonia,0.987,NC,0.525,28054,
f0059_21.png,8/4/89,0.987,CHATTANOOGA,0.988,TN,0.988,37405,0.483
f0102_31.png,,,,,,,,
f0089_16.png,08/06/89,0.987,ARCADIA,0.988,FL.,0.988,33821,0.862
f0841_10.png,8-18-89,0.959,CHICAGO,0.983,IL,0.326,60625,
f1236_11.png,8/25/89,0.988,Rockville,0.988,Md,0.987,20853,
f1912_13.png,9-22-89,0.986,"Fargo, North",0.984,Dakota,0.584,58103,
f0946_31.png,8/23/89,0.381,PITTSFORD,0.956,VT,0.957,05763,0.504
f1163_43.png,8/26/89,0.687,SYRACUSE,0.983,M,0.668,13208,0.472
f0672_28.png,8/12/89,0.876,QUINCY,0.878,WA,0.878,98848,0.876
f0540_22.png,08-09-89,0.897,BERKELEY,0.911,CA,0.911,94708,0.363
f0123_28.png,08-03-83,0.275,,,,,,
f1509_45.png,,,,,,,,
f0772_14.png,8/16/89,0.532,"McMurray,",0.974,PA,0.952,15317,
f0394_00.png,8/9/89,0.984,"Madera,",0.984,Calif,0.975,93638,
f0860_21.png,08-19-89,0.923,MATTOON,0.924,IL.,0.923,61938,0.171
f0835_08.png,8-19.89,0.973,CHICAGO,0.982,IL,0.981,60619,0.981
f0867_28.png,"Aug. 19,1989",0.877,Clinton,0.908,In. .,0.329,47842,0.233
f0817_40.png,8/23/89,0.987,Cabot,0.988,UT,0.988,05647,0.988
f1781_48.png,09/16/89,0.964,"N. LITTLE ROCK, AR",0.559,,0.739,72118,
f0995_43.png,8-12-89,0.954,MANHATTAN,0.974,BICH CA,0.928,90266,0.965
f0657_41.png,8-16-89,0.92,"Upper Darby Pa,
19082",0.118,,,,
f1091_00.png,08-25-89,0.987,EVANSVILLE,0.988,IN,0.372,47712,
f1273_29.png,08/26/89,0.885,CATAWBA,0.297,SC,0.253,29704,
f0275_17.png,8/8/89,0.982,Olympia,0.986,WA,0.986,98501,0.985
f1905_23.png,9-20-89,0.987,Leakesville,0.988,Ms,0.988,39451,0.988
f1717_16.png,9/16/89,0.4,Nashua,0.975,Mt,0.314,59248,
f0804_00.png,8-19-89,0.945,Indianapolis,0.946,IN,0.94,46229,0.012
f1745_36.png,9/16/89,0.948,BISMARCK,0.958,NA,0.956,58504,0.928
f0951_29.png,8/23/89,0.908,"Leominster,",0.909,MA,0.316,01453,
f1579_11.png,9/12/89,0.907,CORPUS CHRISTI,0.888,TX,0.917,78411,0.917
f0301_33.png,08-10-89,0.951,Stockton,0.973,CA.,0.957,95205,0.7
f1556_19.png,9-18-89,0.914,"BELEN
NM",0.886,,0.363,89002,
f1382_07.png,8-18-89,0.908,CHICAGO,0.956,IL,0.955,60639,0.42
f0589_20.png,08/11/1989,0.971,SAN,0.975,FRANCISCO CA,0.947,94103,0.932
f1404_39.png,9/6/89,0.985,Arlington,0.986,VA,0.986,22202,0.49
f2077_16.png,,,,,,,,
f1069_22.png,,,,,,,,
f1307_25.png,08-27-1989,0.788,"Easley,",0.526,S.C.,0.406,29640,
f1309_08.png,8-27.89,0.738,"HARtuIlle,",0.802,S.C,0.653,29550,
f0748_15.png,8-19-89,0.49,JOHNSTOWN,0.988,PA,0.988,15904,0.987
f1378_08.png,09/01/89,0.075,MASSENA,0.739,,0.739,14,0.526
f0086_47.png,8/9/89,0.925,Castro Valley,0.908,CA,0.307,94546,
f0142_39.png,"AUG 7, 1989",0.219,SMYRNA,0.302,,,CA 30080,0.402
f1848_43.png,09-16-89,0.989,Broadwater,0.99,Nebraska,0.527,69125,
f0421_33.png,8-10-89,0.973,"Sembrake Arney,",0.955,Fl.,0.941,33024,
f0279_03.png,08/08/89,0.982,Redmond,0.985,WA,0.397,98052,
f0358_32.png,08-10-89,0.987,"HayWARD, CA.",0.987,,0.488,94544,
f1302_15.png,8/23/89,0.978,TERRELL,0.974,AC,0.568,2882,
f1037_16.png,,,,,,,,
f2072_32.png,,,,,,,,
f0138_30.png,8/8/89,0.956,,,,,,
f1775_42.png,9-22-89,0.573,wyoming,0.979,mn.,0.98,55092,0.376
f1387_23.png,9-6-89,0.913,SAN MATEO,0.104,CA,0.29,94402,
f0055_09.png,8/4/89,0.985,CLEVELAND,0.988,OHIO,0.986,44111,
f1334_00.png,08-26-89,0.776,WINSTON SALEM NC,0.61,,0.757,21104,
f0436_17.png,,,,,,,,
f1810_02.png,09/16/89,0.508,Richmond,0.957,TX,0.954,77469,0.954
f0431_36.png,8-5.89,0.91,FORT VALLEY,0.886,GA,0.608,31030,
f1184_21.png,8/27/89,0.974,WAKEFIELD,0.974,RI,0.173,02879,0.974
f1936_06.png,"AUG. 22,",0.384,"1989
QUINCY, IL",0.118,,0.071,62301,
f0677_30.png,8/11/89,0.383,Anchorage,0.959,AK,0.958,99503,0.952
f0207_46.png,8/6/89,0.99,"Leesburg,",0.99,.34748,0.989,78,
f1349_00.png,8/30/89,0.978,NEEDHAM,0.981,MA,0.587,02192,
f1964_32.png,09-27-89,0.984,"W. Des Moines, IA",0.283,,0.363,50265,
f0396_05.png,08/09/89,0.988,"COARSEgold,",0.988,CA,0.296,93614,
f0622_25.png,08/14/89,0.491,HiRAM,0.987,GA.,0.987,30141,0.987
f0121_11.png,08-03-89,0.985,Saginaw,0.985,Michigan,0.985,48604,0.985
f0862_25.png,08-15-89,0.952,WILDWOOD,0.981,NJ,0.981,08260,0.437
f0309_42.png,8-9-89,0.913,"LOS ANGELES,",0.15,CA,0.313,90028,
f1212_39.png,08/28/89,0.906,Ithaca,0.911,N.Y.,0.909,14850,0.281
f0592_11.png,8-11-89,0.499,"LasVegas,",0.828,Nevada,0.288,89104,
f0425_42.png,8-8-89,0.988,Apple,0.1,"VALLEY, CA.",0.792,92301,0.115
f1845_02.png,9-18-89,0.538,VIVIAN,0.982,SD,0.982,57576,0.982
f1149_46.png,8/24/89,0.995,NASHUA,0.995,NH,0.995,03060,0.995
f0007_14.png,8-2-89,0.4,Novi,0.918,mi,0.918,48050,0.915
f0827_09.png,08/17/89,0.908,"Tamaqua,",0.117,"Pa,",0.079,18252,
f0386_15.png,"August 3,1989",0.882,Kenton,0.941,Ohio,0.937,43326,0.924
f1874_36.png,9/21/89,0.679,JOPLIN,0.703,MO,0.704,64804,0.683
f0452_37.png,8-4-89,0.797,BUFORD GA.,0.51,,0.521,30518,
f0010_18.png,8-2-89,0.987,DETROIT,0.988,MI.,0.987,48210,0.986
f0222_06.png,08/10/89,0.909,SACRAMENTO,0.919,CA,0.919,95821,0.915
f1271_05.png,08-25-89,0.908,HARRISONBURG,0.916,VA,0.303,22801,
f0117_11.png,8-6-89,0.985,CLEARWATER,0.988,FL,0.251,34615,
f0940_45.png,08/22/89,0.985,FORT WAYNE,0.984,IN,0.987,46818,0.321
f1118_23.png,08-24-89,0.956,Fayetteville,0.351,North Carolina,0.951,28301,0.168
f0853_05.png,8/21/89,0.989,CARTER,0.989,VILLE IL,0.983,62918,0.394
f0801_25.png,8/18/89,0.954,SELINSGROVE,0.118,PA,0.257,17870,
f1985_18.png,9-23-89,0.425,Houston,0.919,Tx,0.313,7704/,0.286
f1900_12.png,9-21-89,0.98,"Sonora, Texas",0.6,,0.561,76950,
f1749_23.png,"SEP. 19, 1980",0.44,"DOULDER
COLO. 80302",0.236,,,,
f1690_24.png,9/16/89,0.984,WEST VALLEY,0.985,UT,0.987,84120,0.551
f1971_12.png,9/27/89,0.9,Austin,0.909,MN,0.909,55912,0.897
f0457_13.png,8/6/89,0.933,MIAMI,0.959,FLA,0.955,33165,0.514
f0838_49.png,8-19-89,0.971,Rolling Prairie IN,0.906,,0.348,46371,
f0870_31.png,8-24-89,0.907,"ARungTON,",0.897,UA.,0.908,22207,0.897
f1504_10.png,"17 Sept 89
Houston",0.83,,,TX,0.584,77089,0.902
f1060_13.png,08/25/89,0.973,Newton Jet,0.962,NH,0.976,03859,0.49
f0068_00.png,8-2-89,0.98,Detroit,0.987,mich,0.987,48213,0.254
f1558_21.png,9-18-89,0.954,"Liberty , Miss.",0.907,,0.407,39645,
f0283_31.png,08-08-89,0.985,COSBY,0.988,IN,0.988,37722,0.988
f1014_23.png,8-19-89,0.266,Franklin,0.988,Indiana,0.988,#6131,0.988
f0008_45.png,,,,,,,,
f1470_34.png,09/16/89,0.387,Et Smith,0.444,AR,0.173,72903,0.571
f0986_02.png,,,,,,,,
f1719_12.png,09/16/89,0.506,MISSOULA,0.95,MT,0.955,59801,0.519
f1577_15.png,,,,,,,,
f1113_16.png,8-24-89,0.255,HUNTINGTON,0.585,WV,0.585,25704,0.585
f0793_02.png,"aug 21, 1989",0.858,"Junckerpart , J.Ja",0.056,,,,
f2088_14.png,9-30-89,0.531,WATERLOO,0.982,Iowa,0.982,50702,0.981
f0071_21.png,8-9-89,0.948,BURBANK CALIF,0.924,,,91501,0.34
f0967_29.png,,,,,,,,
f1834_16.png,09-17-89,0.972,Brownsville,0.982,TX.,0.61,78521,
f0629_39.png,8/16/89,0.586,,,,,,
f0627_14.png,08-18-89,0.401,ERie,0.91,PA.,0.909,16505,0.394
f0178_39.png,08/04/89,0.849,Pensacola,0.886,Fl.,0.886,32504,0.825
f0921_40.png,8-18-89,0.908,ROCKFORD,0.922,IL,0.919,61103,0.295
f0533_32.png,8/9/89,0.946,SAN,0.299,DIEGO CA,0.346,92107,
f2096_00.png,9-29-89,0.984,FARGO,0.985,N.D.,0.985,58102,0.98
f0561_12.png,,,,,,,,
f0050_10.png,"Aug. 4,1989",0.518,"Marietta, Ohio",0.119,,0.171,45754,
f1364_24.png,8/10/89,0.988,"Jenomancisco,",0.988,Ca.,0.985,94112,
f1709_03.png,SEPT. 10,0.923,KALISPELL,0.141,MT,0.219,59901,
f0365_07.png,08-06-1989,0.973,BROOKSVILLE,0.978,FL,0.976,34601,0.926
f0913_31.png,08/21/89,0.842,Frankfort,0.903,IL.,0.854,60423,0.17
f1652_11.png,9-20-89,0.911,"Phoenix,",0.932,Az,0.928,85028,0.923
f1999_37.png,9-16-89,0.977,Shreveport,0.981,La.,0.98,71107,0.976
f0265_39.png,August 10.1989,0.985,Sonoma,0.987,CA,0.984,95476,
f1785_07.png,9/27/89,0.481,Colbert,0.988,OK,0.315,74733,
f0784_30.png,8/11/89,0.797,Healy,0.819,AK,0.816,99743,0.25
f1104_24.png,8.25.89,0.272,"Waterbury,",0.118,Ct.,0.427,06705,
f1798_42.png,09-21-89,0.989,Maxwell,0.99,IOWA,0.99,50161,0.31
f0846_32.png,8/15/89,0.925,Pittsburgh,0.115,PA  09,0.324,152,
f0230_04.png,08-05-98,0.906,ALPENA,0.914,MI,0.914,49707,0.289
f0547_28.png,,,,,,,,
f1219_26.png,8/26/89,0.988,Ft Washington,0.987,MD20744,0.292,,
f0512_15.png,,,,,,,,
f1582_49.png,09/17/89,0.935,FRIENDSWOOD,0.956,TX.,0.596,77546,
f1170_00.png,08-25-89,0.929,Hammond,0.949,N. Y.,0.933,13646,0.933
f2067_38.png,9/26/89,0.987,"Broken Bow, OK.",0.118,,0.275,74729,
f0549_39.png,08/09/89,0.949,Lima,0.957,OHio,0.957,45804,0.951
f0483_42.png,8/10/89,0.924,"ANCHORAGE,",0.927,AK ..,0.294,99516,0.216
f0243_29.png,08/04/89,0.495,Cape Coral FL,0.118,,0.493,33904,
f1944_40.png,09/27/89,0.986,WORTHINGTON,0.987,OHIO,0.169,43235,
f1425_23.png,09/20/89,0.954,Lee's Summit,0.933,Mo.,0.954,64063,0.27
f0858_32.png,8/18/89,0.263,"neoga, Delimais",0.27,,0.118,62447,
f0643_23.png,8/16/89,0.327,,,PA,0.009,19121,
f1645_35.png,9-17.89,0.987,Bozeman,0.987,MT,0.987,59715,0.968
f0471_15.png,08/07/89,0.257,BAGDAD,0.74,FLORIDA,0.234,32530,
f1959_39.png,09-25-89,0.992,ARgyle,0.995,MN,0.007,56713,
f1564_43.png,09-16-89,0.492,CABOT,0.988,AR,0.502,72023,
f0856_23.png,8-20-89,0.681,Olivesgo,0.683,"Del,",0.724,60637,0.154
f1859_39.png,9/17/89,0.384,,,,,,
f1887_23.png,9-22-89,0.969,Neenah,0.98,Vi,0.574,54956,
f0134_33.png,08/07/89,0.359,"BIRMINGHAM,",0.363,AL.,0.742,35224,
f1664_04.png,9-18-89,0.978,"Magnolia,",0.79,"AR,",0.759,71753,
f1976_25.png,,,,,,,,
f1398_48.png,09/01/89,0.27,Hancock,0.902,Maine,0.363,04640,0.452
f1132_19.png,8/24/89,0.363,Mt Sterling,0.739,,0.249,5440353,
f0550_24.png,8-10-89,0.399,,,,,,
f0765_33.png,8/14/89,0.959,Cherry,0.968,Hill NJ,0.941,08003,0.363
f1352_27.png,9-1-89,0.972,Gaithersburg,0.97,", MD",0.949,20882,0.173
f1763_25.png,9-18-89,0.953,"Havre
MT",0.972,,0.608,59501,
f0402_38.png,,,,,,,,
f1871_04.png,9/21/89,0.941,Joplin,0.959,mo,0.956,64804,0.508
f0175_47.png,Aug 8,0.173,Orlando,0.507,FI.,0.901,32812,0.074
f1846_45.png,9/18/89,0.992,Minot,0.993,ND,0.994,58701,0.993
f1044_04.png,August 24-1989,0.99,Dexter,0.99,MAINE,0.988,04930,
f0145_33.png,8-6-89,0.995,MIAMI,0.995,FL,0.995,33160,0.995
f1529_23.png,9/21/89,0.955,Dallas,0.982,Texas,0.981,75216,0.975
f1223_27.png,8-28-89,0.078,,,,,24740,0.0
f1991_47.png,9/27/89,0.887,"FORT WORTH, TX",0.309,,,76116,0.903
f1520_07.png,,,,,,,,
